step,episode,action_0_max_inflight_messages,action_1_max_inflight_bytes,action_2_max_queued_messages,action_3_max_queued_bytes,action_4_queue_qos0_messages,action_5_memory_limit,action_6_persistence,action_7_autosave_interval,action_8_set_tcp_nodelay,action_9_max_packet_size,action_10_message_size_limit,decoded_max_inflight_messages,decoded_max_inflight_bytes,decoded_max_queued_messages,decoded_max_queued_bytes,decoded_queue_qos0_messages,decoded_memory_limit,decoded_persistence,decoded_autosave_interval,decoded_set_tcp_nodelay,decoded_max_packet_size,decoded_message_size_limit,sys_clients_connected,sys_msgs_received_1min,sys_msgs_received_1min_per_sec,sys_msgs_received_total,sys_msgs_received_rate,throughput,reward,latency_source,latency_probe_connected,latency_probe_samples,latency_probe_min,latency_probe_max
70,2,0.4555504322052002,0.7284739017486572,0.11788022518157959,0.049407958984375,0.6903085708618164,0.4725472927093506,0.1562587320804596,0.31801140308380127,0.7348912954330444,0.11962500214576721,0.1023285984992981,910,48758784,2400,6291456,True,2013265920,False,1140,True,1254400,1073152,111.0,1052741.13,17545.6855,1641359.0,,1.7545685768127441,-1.2283630670267927,static,False,0,0.0,0.0
71,2,0.016670584678649902,0.822197437286377,0.5048849582672119,0.6500544548034668,0.2796564996242523,0.5841989517211914,0.7516345381736755,0.8311895132064819,0.01838129758834839,0.5282096266746521,0.12351939082145691,30,55050240,10100,87031808,False,2483027968,True,3000,False,5538816,1295360,111.0,1663681.06,27728.017666666667,2594519.0,,2.7728018760681152,-0.5991094850086742,static,False,0,0.0,0.0
72,2,0.9267898797988892,0.6124540567398071,0.8812961578369141,0.3767843246459961,0.5078240036964417,0.1640704870223999,0.4111993610858917,0.47006455063819885,0.569183349609375,0.295676052570343,0.6603688597679138,1850,41156608,17600,50331648,True,738197504,False,1680,True,3100672,6924288,111.0,739013.59,12316.893166666667,1155183.0,,1.2316893339157104,-1.6341329385614536,static,False,0,0.0,0.0
73,2,0.26332777738571167,0.5923168659210205,0.3849254846572876,0.056108832359313965,0.4749917984008789,0.9903403520584106,0.25386255979537964,0.24818366765975952,0.8205230236053467,0.0,0.06647369265556335,530,39845888,7700,7340032,False,4227858432,False,900,True,unlimited,697344,111.0,1377866.06,22964.434333333335,2156728.0,,2.296443462371826,-0.12244828911745179,static,False,0,0.0,0.0
74,2,0.2471959888935089,0.6216865181922913,0.2543608546257019,0.5203009247779846,0.0,0.6198991537094116,0.9926329851150513,0.14128851890563965,0.0,0.36729001998901367,0.5405490398406982,490,41680896,5100,70254592,False,2684354560,True,480,False,3851264,5667840,111.0,1292992.37,21549.872833333335,2012826.0,,2.154987335205078,-0.6981315720552095,static,False,0,0.0,0.0
75,2,0.6669919490814209,0.00464591383934021,0.6323115825653076,0.09434103965759277,0.0,0.26642006635665894,0.9107746481895447,0.2345954179763794,0.2901220917701721,0.5428856611251831,0.688790500164032,1330,unlimited,12600,12582912,False,1140850688,True,840,False,5692416,7222272,111.0,832376.3,13872.938333333334,1315204.0,,1.387293815612793,-1.0956375390958035,static,False,0,0.0,0.0
76,2,0.6349033713340759,0.5057108402252197,0.3497442305088043,0.6812198758125305,0.7453017830848694,0.05432689189910889,0.1802518367767334,0.1546332836151123,0.17623582482337952,0.3909333050251007,0.13767573237419128,1270,33816576,7000,91226112,True,201326592,False,540,False,4099072,1443840,111.0,826057.75,13767.629166666668,1273968.0,,1.376762866973877,-1.1929161599559799,static,False,0,0.0,0.0
77,2,0.9624517560005188,0.27029597759246826,0.8846300840377808,0.0981404185295105,0.0,0.8428508043289185,0.3964899778366089,0.38480234146118164,0.0,0.36095261573791504,0.09179148077964783,1920,18087936,17700,13631488,False,3623878656,False,1380,False,3784704,962560,111.0,707238.35,11787.305833333334,1108008.0,,1.1787306070327759,-1.3440471083101966,static,False,0,0.0,0.0
78,2,0.016857147216796875,0.6812742352485657,0.6558574438095093,0.5791921615600586,0.0,0.4637737274169922,0.8432683348655701,0.8199007511138916,0.24856507778167725,0.0,0.41893428564071655,30,45613056,13100,77594624,False,2013265920,True,2940,False,unlimited,4392960,111.0,1661310.5,27688.508333333335,2589313.0,,2.768850803375244,-0.18442631462343956,static,False,0,0.0,0.0
79,2,0.39668554067611694,0.8023271560668945,0.9825974106788635,0.668685257434845,0.7102750539779663,0.26598381996154785,0.24536556005477905,0.3243846893310547,0.613013505935669,0.2853631377220154,0.17692139744758606,790,53739520,19700,90177536,True,1140850688,False,1140,True,2992128,1855488,111.0,1147684.26,19128.071,1790619.0,,1.9128071069717407,-1.4316005788216115,static,False,0,0.0,0.0
80,2,0.07458508014678955,0.4392203688621521,0.6996195316314697,0.3459516763687134,0.0,0.42548665404319763,0.8265092372894287,0.033593177795410156,0.0027543604373931885,0.5408574938774109,0.5671119093894958,150,29360128,14000,46137344,False,1811939328,True,120,False,5670912,5946368,111.0,1628664.84,27144.414,2541773.0,,2.7144412994384766,-0.3231443535320194,static,False,0,0.0,0.0
81,2,0.2637152671813965,0.0,0.7869885563850403,0.2898958921432495,0.0,0.42416685819625854,0.8788514137268066,0.47110873460769653,0.5100245475769043,0.6443623900413513,0.960718035697937,530,unlimited,15700,38797312,False,1811939328,True,1680,True,6756352,10074112,111.0,1185992.56,19766.542666666668,1851665.0,,1.976654291152954,-0.7921478102484342,static,False,0,0.0,0.0
82,2,0.3779512643814087,0.5169810652732849,0.3285413086414337,0.5959600210189819,0.08409938216209412,0.6600779294967651,0.30344629287719727,0.9006706476211548,0.4315323233604431,0.0,0.713714599609375,760,34603008,6600,79691776,False,2818572288,False,3240,False,unlimited,7483392,111.0,1099078.38,18317.972999999998,1715851.0,,1.8317972421646118,-0.387655065133367,static,False,0,0.0,0.0
83,2,0.2535788416862488,0.3434555232524872,0.8168112635612488,0.6922546029090881,0.5211960673332214,0.901526927947998,0.6696531176567078,0.3381999135017395,0.45353615283966064,0.012768864631652832,0.19153621792793274,510,23068672,16300,93323264,True,3892314112,True,1200,False,134144,2008064,111.0,1338034.6,22300.576666666668,2089290.0,,2.230057716369629,-0.2758212960330882,static,False,0,0.0,0.0
84,2,0.21282976865768433,0.6216426491737366,0.02048209309577942,0.638516902923584,0.0,0.6435004472732544,0.9318019151687622,0.8744428157806396,0.17235487699508667,0.10236760973930359,0.054698944091796875,430,41680896,400,85983232,False,2751463424,True,3120,False,1073152,573440,111.0,1325889.01,22098.150166666666,2069018.0,,2.20981502532959,-0.4024697471347543,static,False,0,0.0,0.0
85,2,0.8453648686408997,0.24456435441970825,0.29477012157440186,0.1439298689365387,0.20614248514175415,0.5426397919654846,0.050259947776794434,0.17038333415985107,0.7735872268676758,0.04611015319824219,0.5196036100387573,1690,16515072,5900,18874368,False,2348810240,False,600,True,483328,5448704,111.0,731993.94,12199.899,1155266.0,,1.2199898958206177,-1.2921212196296588,static,False,0,0.0,0.0
86,2,0.2479971945285797,0.5140495300292969,0.7216072082519531,0.5449164509773254,0.07795128226280212,0.2979353964328766,0.1445319652557373,0.03252208232879639,0.3862355053424835,0.0,0.47527873516082764,500,34603008,14400,73400320,False,1275068416,False,120,False,unlimited,4983808,111.0,1316288.41,21938.140166666664,2051433.0,,2.1938140392303467,-0.14060702452062715,static,False,0,0.0,0.0
87,2,0.2668003439903259,0.639629065990448,0.21711474657058716,0.6199148893356323,0.7451231479644775,0.2792770564556122,0.23536932468414307,0.694331169128418,0.5337487459182739,0.0859912633895874,0.18409264087677002,530,42991616,4300,82837504,True,1207959552,False,2520,True,902144,1930240,111.0,1292343.92,21539.065333333332,2022048.0,,2.1539065837860107,-0.7196621155465749,static,False,0,0.0,0.0
88,2,0.8518994450569153,0.548037588596344,0.008686363697052002,0.45968693494796753,0.6452527046203613,0.7583787441253662,0.5112253427505493,0.3987501859664917,0.8541401624679565,0.8463451862335205,0.8568580150604248,1700,36700160,200,61865984,True,3288334336,True,1440,True,8875008,8984576,111.0,770471.01,12841.183500000001,1202481.0,,1.2841182947158813,-1.3815620222019578,static,False,0,0.0,0.0
89,2,0.259855717420578,0.7518602609634399,0.7908879518508911,0.29161539673805237,0.0,0.7986931204795837,0.6796268224716187,0.14460760354995728,0.6802794933319092,0.17332273721694946,0.21714690327644348,520,50331648,15800,38797312,False,3422552064,True,540,True,1817600,2277376,111.0,1335861.53,22264.358833333335,2088927.0,,2.226435899734497,-0.3678231828387234,static,False,0,0.0,0.0
90,2,1.0,0.1293986439704895,0.05562472343444824,0.3520593047142029,0.5008379220962524,0.8637335300445557,0.6451033353805542,0.46648934483528137,0.8738033175468445,0.37190312147140503,0.6091466546058655,2000,8650752,1100,47185920,True,3690987520,True,1680,True,3899392,6387712,111.0,702386.22,11706.437,1087760.0,,1.17064368724823,-1.45002782163164,static,False,0,0.0,0.0
91,2,0.45582497119903564,0.17536267638206482,0.07043066620826721,0.246029794216156,0.4609382450580597,0.8443195819854736,0.24638745188713074,0.7342863082885742,0.5056444406509399,0.32335907220840454,0.7023340463638306,910,11796480,1400,32505856,False,3623878656,False,2640,True,3390464,7364608,111.0,1059795.42,17663.256999999998,1653215.0,,1.7663257122039795,-0.6698298236987748,static,False,0,0.0,0.0
92,2,0.6657765507698059,0.014052808284759521,0.33869150280952454,0.09386923909187317,0.5353508591651917,0.9737394452095032,0.3860381245613098,0.36497947573661804,0.3436325788497925,0.0,0.11597651243209839,1330,1048576,6800,12582912,True,4160749568,False,1320,False,unlimited,1216512,111.0,854697.22,14244.953666666666,1333568.0,,1.4244953393936157,-1.5465044161669905,static,False,0,0.0,0.0
93,2,0.7413565516471863,0.0,0.1337948739528656,0.6829755306243896,0.24308663606643677,0.2007696032524109,0.19135954976081848,0.8905861377716064,0.3528441786766052,0.5837769508361816,0.08614009618759155,1480,unlimited,2700,91226112,False,872415232,False,3180,False,6121472,903168,111.0,787617.92,13126.965333333334,1231677.0,,1.3126965761184692,-1.4253547520833452,static,False,0,0.0,0.0
94,2,0.14193931221961975,0.6727885007858276,0.04975330829620361,0.7518293857574463,0.0,0.8206652402877808,0.6660652160644531,0.3166552186012268,0.6478933691978455,0.6404598355293274,0.4620041251182556,280,45088768,1000,100663296,False,3556769792,True,1140,True,6715392,4844544,111.0,1466323.21,24438.720166666666,2291329.0,,2.4438719749450684,-0.5861142026997892,static,False,0,0.0,0.0
95,2,0.4722011387348175,0.6693742871284485,0.029765337705612183,0.8639819622039795,0.0,0.7565759420394897,0.3455558717250824,0.6151398420333862,0.11685517430305481,0.0,0.5235096216201782,940,44826624,600,116391936,False,3221225472,False,2220,False,unlimited,5489664,111.0,867322.46,14455.374333333333,1363711.0,,1.4455374479293823,-1.5887809626496012,static,False,0,0.0,0.0
96,2,0.5234690308570862,0.6409939527511597,0.917770504951477,0.9039267897605896,0.0,0.5834943056106567,0.4583013653755188,0.0,0.7040126323699951,0.4460950195789337,0.48423340916633606,1050,42991616,18400,121634816,False,2483027968,False,0,True,4677632,5078016,111.0,912145.65,15202.4275,1427886.0,,1.520242691040039,-1.2231161978829324,static,False,0,0.0,0.0
97,2,0.29976290464401245,0.7879875302314758,0.33354291319847107,0.8977729082107544,0.34591740369796753,0.412170946598053,0.630154013633728,0.1828121840953827,0.3278788924217224,0.7498618364334106,0.992682158946991,600,52953088,6700,120586240,False,1744830464,True,660,False,7863296,10408960,111.0,1118702.56,18645.042666666668,1751166.0,,1.8645042181015015,-0.9206237719340794,static,False,0,0.0,0.0
98,2,1.0,0.43448007106781006,0.336524099111557,0.0749078094959259,0.0,0.708833634853363,0.18611595034599304,0.44057589769363403,0.3779088854789734,0.803543746471405,0.49656397104263306,2000,29097984,6700,10485760,False,3019898880,False,1560,False,8425472,5207040,,476747.65,7945.7941666666675,931464.0,,0.7945794463157654,-1.8159542302596832,static,False,0,0.0,0.0
99,2,0.1379552185535431,0.5319955348968506,0.3352848291397095,0.6617018580436707,0.0,0.9078787565231323,0.5877755880355835,0.8662991523742676,0.13918906450271606,0.6260799169540405,0.3827274441719055,280,35651584,6700,89128960,False,3892314112,True,3120,False,6564864,4013056,111.0,1345932.11,22432.201833333336,2038087.0,,2.243220090866089,-0.40735199385427967,static,False,0,0.0,0.0
100,2,0.07931405305862427,0.2694125175476074,0.10544741153717041,0.32684075832366943,0.727388858795166,0.03523099422454834,0.902825117111206,0.9226945638656616,0.18893879652023315,0.0,0.7285180687904358,160,18087936,2100,44040192,True,134217728,True,3300,False,unlimited,7639040,111.0,1618965.4,26982.756666666664,2564174.0,,2.698275566101074,-0.7799579586509588,static,False,0,0.0,0.0
101,2,0.5497636795043945,0.4394654929637909,0.4737047255039215,0.47769594192504883,0.22199290990829468,0.5378496646881104,0.4995007812976837,0.4425663948059082,0.3397892415523529,0.4141949415206909,0.5416348576545715,1100,29622272,9500,63963136,False,2281701376,False,1620,False,4342784,5679104,111.0,923344.38,15389.073,1446217.0,,1.5389072895050049,-1.3793521821258126,static,False,0,0.0,0.0
102,2,0.6108304262161255,0.4956083297729492,0.4836875796318054,0.4954948425292969,0.23089715838432312,0.4918264150619507,0.5233283042907715,0.4073985815048218,0.33746033906936646,0.36458727717399597,0.5352774262428284,1220,33292288,9700,66060288,False,2080374784,True,1440,False,3822592,5612544,111.0,859360.66,14322.677666666666,1347697.0,,1.4322677850723267,-1.1760048670959584,static,False,0,0.0,0.0
103,2,0.6534261107444763,0.5393851399421692,0.5092191696166992,0.5355323553085327,0.25902652740478516,0.4287000000476837,0.5198604464530945,0.41252413392066956,0.34930121898651123,0.3394218981266022,0.5497390031814575,1310,36175872,10200,72351744,False,1811939328,True,1500,False,3559424,5764096,111.0,834774.31,13912.905166666667,1318667.0,,1.391290545463562,-0.9518621451812088,static,False,0,0.0,0.0
104,2,0.6783398389816284,0.5797299742698669,0.5329906940460205,0.5710288882255554,0.2999216318130493,0.3938623070716858,0.5227680206298828,0.3940961956977844,0.3339940309524536,0.3209947943687439,0.5363092422485352,1360,38797312,10700,76546048,False,1677721600,True,1440,False,3365888,5623808,111.0,686341.46,11439.024333333333,1054107.0,,1.1439024209976196,-1.433607746883356,static,False,0,0.0,0.0
105,2,0.6945343613624573,0.592250645160675,0.5350029468536377,0.6103149652481079,0.3121531903743744,0.36347413063049316,0.4993744492530823,0.37866267561912537,0.32439833879470825,0.2735525369644165,0.5551435947418213,1390,39845888,10700,81788928,False,1543503872,False,1380,False,2868224,5821440,111.0,763447.84,12724.130666666666,1213578.0,,1.2724130153656006,-1.5515287556237098,static,False,0,0.0,0.0
106,2,0.6928714513778687,0.6092222332954407,0.5372670292854309,0.5964663624763489,0.35500311851501465,0.3722325265407562,0.493684321641922,0.3824383616447449,0.3088985085487366,0.23873698711395264,0.5902172327041626,1390,40894464,10700,79691776,False,1610612736,False,1380,False,2503680,6189056,111.0,743906.59,12398.443166666666,1169573.0,,1.2398443222045898,-1.769498198130728,static,False,0,0.0,0.0
107,2,0.6802875995635986,0.6307101249694824,0.5140714645385742,0.5975328683853149,0.39733922481536865,0.3636607527732849,0.4917873740196228,0.3821079134941101,0.2994379699230194,0.23590168356895447,0.5891948342323303,1360,42205184,10300,79691776,False,1543503872,False,1380,False,2473984,6177792,111.0,830384.01,13839.7335,1298875.0,,1.3839733600616455,-1.641022330041051,static,False,0,0.0,0.0
108,2,0.6590897440910339,0.6556731462478638,0.5064822435379028,0.6101232171058655,0.4404451251029968,0.3530612587928772,0.47402331233024597,0.3614512085914612,0.2643449902534485,0.21679449081420898,0.6130725741386414,1320,44040192,10100,81788928,False,1543503872,False,1320,False,2273280,6428672,111.0,736326.42,12272.107,1139545.0,,1.2272106409072876,-1.9128309118477866,static,False,0,0.0,0.0
109,2,0.6258867383003235,0.6455177664756775,0.49829885363578796,0.6017081141471863,0.454642653465271,0.4127628803253174,0.46328240633010864,0.36501818895339966,0.2501400113105774,0.19386041164398193,0.6381174325942993,1250,43253760,10000,80740352,False,1744830464,False,1320,False,2032640,6690816,111.0,889378.32,14822.972,1387158.0,,1.4822971820831299,-1.5052737220080021,static,False,0,0.0,0.0
110,2,0.5900607705116272,0.6693087816238403,0.496064156293869,0.5847774744033813,0.47400176525115967,0.42302125692367554,0.433420330286026,0.37759077548980713,0.2159065306186676,0.17628490924835205,0.6449733972549438,1180,44826624,9900,78643200,False,1811939328,False,1380,False,1848320,6763520,111.0,891945.16,14865.752666666667,1389315.0,,1.4865752458572388,-1.6493162172025164,static,False,0,0.0,0.0
111,2,0.5629470944404602,0.6537098288536072,0.49831968545913696,0.5873655676841736,0.4921291470527649,0.4399622976779938,0.43370115756988525,0.3796190321445465,0.20142114162445068,0.14486166834831238,0.6615397930145264,1130,43778048,10000,78643200,False,1879048192,False,1380,False,1518592,6936576,111.0,852953.43,14215.890500000001,1310389.0,,1.4215890169143677,-1.646012753463261,static,False,0,0.0,0.0
112,2,0.5247383713722229,0.6523083448410034,0.4947979748249054,0.5815474390983582,0.483489990234375,0.47559139132499695,0.43572527170181274,0.36829674243927,0.18107056617736816,0.1249735951423645,0.6600660681724548,1050,43778048,9900,77594624,False,2013265920,False,1320,False,1310720,6921216,111.0,920296.3,15338.271666666667,1435416.0,,1.5338271856307983,-1.4819587300221828,static,False,0,0.0,0.0
113,2,0.49093759059906006,0.6388294100761414,0.4996083974838257,0.5845372676849365,0.491669625043869,0.5150098204612732,0.4544379711151123,0.3514546751976013,0.1620860993862152,0.11265617609024048,0.6658602952957153,980,42991616,10000,78643200,False,2214592512,False,1260,False,1181696,6981632,111.0,931328.01,15522.1335,1456022.0,,1.5522133111953735,-1.4572173093601026,static,False,0,0.0,0.0
114,2,0.44807836413383484,0.6390128135681152,0.511367678642273,0.5931224822998047,0.4916892647743225,0.5415420532226562,0.47161486744880676,0.33417752385139465,0.1611005663871765,0.11330944299697876,0.669979453086853,900,42991616,10200,79691776,False,2348810240,False,1200,False,1187840,7025664,111.0,1029810.85,17163.514166666668,1605779.0,,1.7163513898849487,-1.2967969517178672,static,False,0,0.0,0.0
115,2,0.3906201720237732,0.6323811411857605,0.5300557613372803,0.6118401885032654,0.4956832528114319,0.5621978640556335,0.45798271894454956,0.3114435076713562,0.15062153339385986,0.0891360342502594,0.6697252988815308,780,42467328,10600,81788928,False,2415919104,False,1140,False,934912,7022592,111.0,1113476.74,18557.945666666667,1733590.0,,1.8557945489883423,-1.2134662674900136,static,False,0,0.0,0.0
116,2,0.33427882194519043,0.6393767595291138,0.5384923219680786,0.6283477544784546,0.5103902816772461,0.5883044004440308,0.4609936475753784,0.2955775856971741,0.12347745895385742,0.07323259115219116,0.6821776628494263,670,42991616,10800,83886080,True,2550136832,False,1080,False,768000,7152640,111.0,1224776.86,20412.947666666667,1907990.0,,2.041294813156128,-1.0095531564364972,static,False,0,0.0,0.0
117,2,0.280164510011673,0.6612132787704468,0.5790421962738037,0.6385611295700073,0.5214266777038574,0.6137905120849609,0.4777362048625946,0.28015825152397156,0.12061840295791626,0.06266272068023682,0.6829931139945984,560,44302336,11600,85983232,True,2617245696,False,1020,False,657408,7161856,111.0,1345969.22,22432.820333333333,2101407.0,,2.2432820796966553,-0.7918827019898733,static,False,0,0.0,0.0
118,2,0.2191072702407837,0.6558183431625366,0.6000092029571533,0.6292421817779541,0.5251528024673462,0.6460680961608887,0.461264431476593,0.26138126850128174,0.10537350177764893,0.038322389125823975,0.6839001178741455,440,44040192,12000,84934656,True,2751463424,False,960,False,401408,7171072,111.0,1362971.17,22716.186166666666,2124127.0,,2.271618604660034,-0.6502838422912461,static,False,0,0.0,0.0
119,2,0.1860538125038147,0.6558368802070618,0.5959553122520447,0.6360616087913513,0.5098763704299927,0.6555641889572144,0.4568115770816803,0.25093889236450195,0.11195230484008789,0.022277384996414185,0.6785860657691956,370,44040192,11900,84934656,True,2818572288,False,900,False,233472,7115776,111.0,1375339.3,22922.321666666667,2145866.0,,2.2922322750091553,-0.46833516574710193,static,False,0,0.0,0.0
120,2,0.15324467420578003,0.6474887132644653,0.6084285378456116,0.6426635980606079,0.508092999458313,0.6675819158554077,0.4587312638759613,0.24126490950584412,0.11102887988090515,0.012786775827407837,0.6516000032424927,310,43515904,12200,85983232,True,2885681152,False,840,False,134144,6832128,111.0,1433509.74,23891.829,2250438.0,,2.3891828060150146,-0.2614244944533991,static,False,0,0.0,0.0
121,2,0.12446644902229309,0.6574162244796753,0.6203706860542297,0.6515874266624451,0.5051871538162231,0.6954371333122253,0.4729619026184082,0.24157008528709412,0.08977845311164856,0.0,0.6233917474746704,250,44040192,12400,87031808,True,3019898880,False,840,False,unlimited,6537216,111.0,1472913.18,24548.553,2296984.0,,2.45485520362854,-0.1406925816729251,static,False,0,0.0,0.0
